MSG_TYPE,MMSI,NAME,IMO_NUMBER,CALL_SIGN,LAT_AVG,LON_AVG,PERIOD,SPEED_KNOTS,COG_DEG,HEADING_DEG,NAV_STATUS,NAV_SENSOR,SHIP_AND_CARGO_TYPE,DRAUGHT,DIM_BOW,DIM_STERN,DIM_PORT,DIM_STARBOARD,MMSI_COUNTRY_CD,RECEIVER
3,338309000,YACHT LADY,0,WDA2527,37.672071,-122.380294,2019-01-01 01:25:00.000,0.0,None,None,5,15,37,3.0,0,0,0,0,US,None
18,338311146,CHALUTIER,None, ,37.807105,-122.440490,2019-01-01 01:25:00.000,0.0,90.0,None,None,None,37,None,9,4,2,2,US,VTS11-SF-MTT1
18,338311357,FREEDOM 2,None, ,37.806108,-122.446941,2019-01-01 01:25:00.000,0.0,None,None,None,None,36,None,14,0,2,0,US,D11MN-SF-PTSBS1
18,338326777,GEMMA DEL MAR,None, ,37.780437,-122.385964,2019-01-01 01:25:00.000,0.0,None,None,None,None,36,None,13,0,0,2,US,None
1,366778450,GOLDEN GATE,9183207,WDF7183,37.798560,-122.387488,2019-01-01 01:25:00.000,2.7,262.0,306,0,1,60,3.8,19,22,6,6,US,D11MN-SF-PREBS1
18,366925550,STACY JOANNE,None,WDB6500,37.502159,-122.482417,2019-01-01 01:25:00.000,0.0,0.0,None,None,None,30,None,6,7,3,3,US,D11MN-SF-EAGBS1
3,366961920,CALIFORNIA HORNBLOWE,0,WDB8632,37.798271,-122.393919,2019-01-01 01:25:00.000,0.0,29.6,None,5,15,0,0.0,15,39,3,7,US,D11MN-SF-EAGBS1
1,366969970,SONOMA,0,WZC8517,37.795917,-122.392761,2019-01-01 01:25:00.000,0.0,229.0,219,0,15,60,0.0,28,28,5,5,US,VTS11-SF-BPT
1,366975750,HARBOR PRINCESS,0,WCX8036,37.797826,-122.390697,2019-01-01 01:25:00.000,8.0,319.4,None,0,15,60,2.8,4,21,4,3,US,D11MN-SF-BUSBS1
1,366975760,ROYAL_PRINCE,0, ,37.809445,-122.415074,2019-01-01 01:25:00.000,.2,134.1,None,0,15,99,0.0,8,17,6,3,US,D11MN-SF-BUSBS1
1,366981360,OLD BLUE,0,WDB9712,37.803360,-122.394072,2019-01-01 01:25:00.000,9.2,164.9,None,0,1,60,3.0,9,15,7,2,US,D11MN-SF-BUSBS1
1,366985290,ROYAL STAR,0,WCY6432,37.809530,-122.412103,2019-01-01 01:25:00.000,0.0,149.6,None,0,1,60,2.4,10,20,5,5,US,VTS11-SF-WGE1
1,366988620,VALLEJO,0,WDC2145,37.796933,-122.393296,2019-01-01 01:25:00.000,.1,255.6,None,0,15,60,0.0,15,17,5,4,US,D11MN-SF-PTSBS1
3,367165570,SAM,9173496,WDD5908,37.802777,-122.397649,2019-01-01 01:25:00.000,0.0,143.1,55,5,1,52,4.9,19,14,6,6,US,VTS08-PA-TXP2
18,367310560,KITTYY KAT,None,WDD9383,37.808368,-122.408030,2019-01-01 01:25:00.000,.1,359.7,None,None,None,30,None,6,13,4,3,US,D11MN-SF-PREBS1
1,367380880,GEMINI,9550747,WDE6488,37.794515,-122.387089,2019-01-01 01:25:00.000,9.7,279.4,None,0,1,60,2.0,20,25,1,9,US,VTS11-SF-WGE1
1,367391830,PISCES,9550759,WDE7319,37.668193,-122.367576,2019-01-01 01:25:00.000,19.4,68.3,51,0,1,0,0.0,18,17,4,4,US,VTS11-SF-PSP
1,367401030,DELTA BILLIE,9562207,WDE8059,37.805349,-122.498946,2019-01-01 01:25:00.000,2.2,203.7,211,0,1,31,5.5,15,15,5,7,US,None
1,367425230,CALIFORNIA SPIRIT,0,WDF2131,37.781405,-122.386537,2019-01-01 01:25:00.000,0.0,27.8,None,0,15,6,1.9,0,0,0,0,US,VTS11-SF-MTT1
3,367431840,AD ASTRA,0,WDF2783,37.502366,-122.480508,2019-01-01 01:25:00.000,0.0,None,174,5,3,36,1.2,3,5,1,1,US,None
18,367521620,MAGRATHEA,None,WDG3019,37.673108,-122.380655,2019-01-01 01:25:00.000,0.0,68.1,None,None,None,36,None,11,0,2,1,US,None
18,367556560,HYPERFISH,None,WDG6398,37.808892,-122.417782,2019-01-01 01:25:00.000,0.0,171.2,None,None,None,30,None,3,9,2,2,US,D11MN-SF-PREBS1
18,367725380,EVENTIDE,None,WDI7105,37.807586,-122.442227,2019-01-01 01:25:00.000,.1,275.8,183,None,None,37,None,5,11,2,3,US,VTS11-SF-MTT1
3,367733650,FIREBOAT 3,0,WDI7931,37.790498,-122.388289,2019-01-01 01:25:00.000,.1,288.1,247,5,1,51,3.0,0,0,0,0,US,D11MN-SF-EAGBS1
18,367770220,INCOGNITO,None,WDJ3670,37.672818,-122.379745,2019-01-01 01:25:00.000,0.0,155.1,None,None,None,36,None,15,0,0,4,US,D11MN-SF-EAGBS1
18,367771580,DIAMOND SEAS,None,WDJ3805,37.806838,-122.445116,2019-01-01 01:25:00.000,0.0,261.0,None,None,None,37,None,15,13,4,3,US,None
1,367786010,CETUS,0,WDJ5269,37.792305,-122.365982,2019-01-01 01:25:00.000,26.2,88.5,80,0,1,60,2.0,18,23,6,6,US,VTS11-SF-WGE1
3,367833000,CAPELLA,7223508,NBXO,37.748389,-122.379633,2019-01-01 01:25:00.000,0.0,274.3,None,5,1,70,7.5,45,243,11,21,US,D11MN-SF-PREBS1
1,368060190,P/V_GOLDEN_GATE,0,WDK4954,37.801140,-122.396453,2019-01-01 01:25:00.000,0.0,157.1,None,15,15,50,0.0,14,7,4,2,US,D11MN-SF-EAGBS1
18,368557000,BASS TUB,None,WDF3974,37.808305,-122.417120,2019-01-01 01:25:00.000,.2,119.6,None,None,None,30,None,4,13,3,2,US,D11MN-SF-PREBS1
3,368992000,ALGOL,7303205,NAMW,37.748056,-122.383134,2019-01-01 01:25:00.000,0.0,0.0,265,5,1,70,9.0,45,243,11,21,US,None
18,235088685,AC-RELIANCE,None,2EWE5,37.502353,-122.480900,2019-01-01 01:30:00.000,0.0,63.3,None,None,None,37,None,4,5,1,2,GB,D11MN-SF-EAGBS1
3,303865000,CG ASPEN,9259147,NTUG,37.808605,-122.360937,2019-01-01 01:30:00.000,0.0,284.3,178,5,0,55,4.0,21,47,9,5,US,VTS11-SF-WGE1
18,338109287,GRACE,None, ,37.780866,-122.387167,2019-01-01 01:30:00.000,0.0,357.3,None,None,None,36,None,11,3,2,2,US,None
18,338141808,FISHING LUHRS,None, ,37.501530,-122.481220,2019-01-01 01:30:00.000,0.0,60.3,None,None,None,37,None,7,5,3,1,US,None
1,338142437,SF MARINE 3,0,MARINE3,37.809691,-122.420209,2019-01-01 01:30:00.000,0.0,261.0,None,0,15,55,0.0,5,8,2,2,US,VTS13-PS-GMT1
18,338166398,LADY FISH,None, ,37.778568,-122.386962,2019-01-01 01:30:00.000,.1,256.4,None,None,None,37,None,4,5,2,2,US,VTS11-SF-PSP
18,338167545,STARFIRE,None, ,37.502262,-122.484892,2019-01-01 01:30:00.000,0.0,210.1,None,None,None,36,None,6,6,2,2,US,D11MN-SF-EAGBS1
18,338171267,QUE SERA SERA,None, ,37.501580,-122.481514,2019-01-01 01:30:00.000,0.0,216.4,None,None,None,30,None,6,6,2,2,US,None
18,338181459,F/V NATALIE NICOLE,None, ,37.808935,-122.417767,2019-01-01 01:30:00.000,0.0,None,70,None,None,30,None,2,11,4,1,US,D11MN-SF-PREBS1
18,338186589,COASTAL MOON,None, ,37.780426,-122.386798,2019-01-01 01:30:00.000,0.0,317.5,None,None,None,36,None,13,0,4,0,US,D11MN-SF-EAGBS1
18,338186925,TYEE,None,WDI2971,37.502356,-122.480287,2019-01-01 01:30:00.000,0.0,67.6,None,None,None,30,None,3,6,1,2,US,D11MN-SF-EAGBS1
18,338189924,DARK SIDE,None, ,37.806662,-122.446189,2019-01-01 01:30:00.000,.1,126.8,None,None,None,37,None,7,12,3,2,US,D11MN-SF-PTSBS1
18,338253266,ESKENAS,None, ,37.807349,-122.441200,2019-01-01 01:30:00.000,0.0,158.8,None,None,None,36,None,8,5,0,3,US,D11MN-SF-PREBS1
3,338309000,YACHT LADY,0,WDA2527,37.672084,-122.380304,2019-01-01 01:30:00.000,0.0,None,None,5,15,37,3.0,0,0,0,0,US,None
18,338311146,CHALUTIER,None, ,37.807113,-122.440484,2019-01-01 01:30:00.000,0.0,146.0,None,None,None,37,None,9,4,2,2,US,VTS11-SF-MTT1
18,338311357,FREEDOM 2,None, ,37.806121,-122.446925,2019-01-01 01:30:00.000,0.0,None,None,None,None,36,None,14,0,2,0,US,D11MN-SF-PTSBS1
18,338326777,GEMMA DEL MAR,None, ,37.780436,-122.385974,2019-01-01 01:30:00.000,.1,None,None,None,None,36,None,13,0,0,2,US,None
1,366778450,GOLDEN GATE,9183207,WDF7183,37.799031,-122.390984,2019-01-01 01:30:00.000,4.8,248.0,268,0,1,60,3.8,19,22,6,6,US,D11MN-SF-PREBS1
18,366925550,STACY JOANNE,None,WDB6500,37.502163,-122.482427,2019-01-01 01:30:00.000,0.0,5.1,None,None,None,30,None,6,7,3,3,US,D11MN-SF-EAGBS1
3,366961920,CALIFORNIA HORNBLOWE,0,WDB8632,37.798286,-122.393913,2019-01-01 01:30:00.000,0.0,68.1,None,5,15,0,0.0,15,39,3,7,US,D11MN-SF-EAGBS1
1,366969970,SONOMA,0,WZC8517,37.796428,-122.391995,2019-01-01 01:30:00.000,3.0,161.1,220,0,15,60,0.0,28,28,5,5,US,VTS11-SF-BPT
1,366975750,HARBOR PRINCESS,0,WCX8036,37.806497,-122.399061,2019-01-01 01:30:00.000,7.6,320.5,None,0,15,60,2.8,4,21,4,3,US,D11MN-SF-BUSBS1
1,366975760,ROYAL_PRINCE,0, ,37.809664,-122.415271,2019-01-01 01:30:00.000,1.3,153.2,None,0,15,99,0.0,8,17,6,3,US,D11MN-SF-BUSBS1
1,366981360,OLD BLUE,0,WDB9712,37.804467,-122.395709,2019-01-01 01:30:00.000,7.0,325.8,None,0,1,60,3.0,9,15,7,2,US,D11MN-SF-BUSBS1
1,366983830,PERALTA,8968260,WDB9847,37.795657,-122.385748,2019-01-01 01:30:00.000,11.5,256.1,264,0,1,60,0.0,15,18,5,5,US,D11MN-SF-WLGBS1
1,366985290,ROYAL STAR,0,WCY6432,37.809522,-122.412103,2019-01-01 01:30:00.000,0.0,250.4,None,0,1,60,2.4,10,20,5,5,US,VTS11-SF-WGE1
1,366988620,VALLEJO,0,WDC2145,37.800850,-122.389337,2019-01-01 01:30:00.000,19.6,85.4,None,0,15,60,0.0,15,17,5,4,US,D11MN-SF-PTSBS1
1,366990520,DEL NORTE,0,WDC2280,37.798517,-122.386502,2019-01-01 01:30:00.000,5.0,197.2,243,0,1,40,0.0,16,32,12,12,US,D13MN-PS-GOLBS1
3,367165570,SAM,9173496,WDD5908,37.802771,-122.397660,2019-01-01 01:30:00.000,0.0,287.6,55,5,1,52,4.9,19,14,6,6,US,VTS08-PA-TXP2
18,367310560,KITTYY KAT,None,WDD9383,37.808384,-122.408004,2019-01-01 01:30:00.000,.1,359.7,None,None,None,30,None,6,13,4,3,US,D11MN-SF-PREBS1
1,367380880,GEMINI,9550747,WDE6488,37.795091,-122.391799,2019-01-01 01:30:00.000,0.0,202.5,None,0,1,60,2.0,20,25,1,9,US,VTS11-SF-WGE1
1,367401030,DELTA BILLIE,9562207,WDE8059,37.802177,-122.500351,2019-01-01 01:30:00.000,2.5,195.3,211,0,1,31,5.5,15,15,5,7,US,None
1,367425230,CALIFORNIA SPIRIT,0,WDF2131,37.781408,-122.386538,2019-01-01 01:30:00.000,0.0,50.4,None,0,15,6,1.9,0,0,0,0,US,VTS11-SF-MTT1
1,367436230,TAURUS,0,WDF3127,37.795278,-122.370606,2019-01-01 01:30:00.000,11.2,268.1,280,5,0,60,0.0,18,17,4,4,US,VTS11-SF-MTT1
18,367521620,MAGRATHEA,None,WDG3019,37.673110,-122.380655,2019-01-01 01:30:00.000,0.0,68.1,None,None,None,36,None,11,0,2,1,US,None
18,367556560,HYPERFISH,None,WDG6398,37.808890,-122.417781,2019-01-01 01:30:00.000,0.0,171.2,None,None,None,30,None,3,9,2,2,US,D11MN-SF-PREBS1
18,367725380,EVENTIDE,None,WDI7105,37.807583,-122.442227,2019-01-01 01:30:00.000,0.0,275.8,261,None,None,37,None,5,11,2,3,US,VTS11-SF-MTT1
3,367733650,FIREBOAT 3,0,WDI7931,37.790479,-122.388256,2019-01-01 01:30:00.000,.2,290.1,246,5,1,51,3.0,0,0,0,0,US,D11MN-SF-EAGBS1
18,367770220,INCOGNITO,None,WDJ3670,37.672824,-122.379745,2019-01-01 01:30:00.000,0.0,155.1,None,None,None,36,None,15,0,0,4,US,D11MN-SF-EAGBS1
18,367771580,DIAMOND SEAS,None,WDJ3805,37.806845,-122.445112,2019-01-01 01:30:00.000,0.0,261.0,None,None,None,37,None,15,13,4,3,US,None
3,367833000,CAPELLA,7223508,NBXO,37.748406,-122.379689,2019-01-01 01:30:00.000,0.0,274.3,None,5,1,70,7.5,45,243,11,21,US,D11MN-SF-PREBS1
1,368060190,P/V_GOLDEN_GATE,0,WDK4954,37.800969,-122.389679,2019-01-01 01:30:00.000,14.3,121.3,None,15,15,50,0.0,14,7,4,2,US,D11MN-SF-EAGBS1
18,368557000,BASS TUB,None,WDF3974,37.808296,-122.417132,2019-01-01 01:30:00.000,0.0,119.6,None,None,None,30,None,4,13,3,2,US,D11MN-SF-PREBS1
3,368992000,ALGOL,7303205,NAMW,37.748075,-122.383137,2019-01-01 01:30:00.000,0.0,0.0,265,5,1,70,9.0,45,243,11,21,US,None
18,235088685,AC-RELIANCE,None,2EWE5,37.502352,-122.480892,2019-01-01 01:35:00.000,0.0,85.8,None,None,None,37,None,4,5,1,2,GB,D11MN-SF-EAGBS1
3,303865000,CG ASPEN,9259147,NTUG,37.808605,-122.360930,2019-01-01 01:35:00.000,.1,89.0,179,5,0,55,4.0,21,47,9,5,US,VTS11-SF-WGE1
18,338109287,GRACE,None, ,37.780893,-122.387161,2019-01-01 01:35:00.000,0.0,1.3,None,None,None,36,None,11,3,2,2,US,None
18,338141808,FISHING LUHRS,None, ,37.501528,-122.481226,2019-01-01 01:35:00.000,0.0,175.4,None,None,None,37,None,7,5,3,1,US,None
1,338142437,SF MARINE 3,0,MARINE3,37.809676,-122.420211,2019-01-01 01:35:00.000,0.0,228.6,None,0,15,55,0.0,5,8,2,2,US,VTS13-PS-GMT1
18,338166398,LADY FISH,None, ,37.778568,-122.386950,2019-01-01 01:35:00.000,.1,256.4,None,None,None,37,None,4,5,2,2,US,VTS11-SF-PSP
18,338167545,STARFIRE,None, ,37.502261,-122.484889,2019-01-01 01:35:00.000,0.0,210.1,None,None,None,36,None,6,6,2,2,US,D11MN-SF-EAGBS1
18,338181459,F/V NATALIE NICOLE,None, ,37.808924,-122.417754,2019-01-01 01:35:00.000,0.0,None,89,None,None,30,None,2,11,4,1,US,D11MN-SF-PREBS1
18,338186589,COASTAL MOON,None, ,37.780425,-122.386803,2019-01-01 01:35:00.000,.1,303.2,None,None,None,36,None,13,0,4,0,US,D11MN-SF-EAGBS1
18,338186925,TYEE,None,WDI2971,37.502350,-122.480288,2019-01-01 01:35:00.000,0.0,67.6,None,None,None,30,None,3,6,1,2,US,D11MN-SF-EAGBS1
18,338189924,DARK SIDE,None, ,37.806703,-122.446033,2019-01-01 01:35:00.000,0.0,126.8,None,None,None,37,None,7,12,3,2,US,D11MN-SF-PTSBS1
18,338253266,ESKENAS,None, ,37.807343,-122.441227,2019-01-01 01:35:00.000,0.0,158.8,None,None,None,36,None,8,5,0,3,US,D11MN-SF-PREBS1
18,338303904,PACIFIC SNAPPER,None, ,37.501498,-122.484590,2019-01-01 01:35:00.000,0.0,182.7,None,None,None,37,None,3,7,2,2,US,None
3,338309000,YACHT LADY,0,WDA2527,37.672080,-122.380302,2019-01-01 01:35:00.000,0.0,None,None,5,15,37,3.0,0,0,0,0,US,None
18,338311146,CHALUTIER,None, ,37.807117,-122.440495,2019-01-01 01:35:00.000,0.0,155.4,None,None,None,37,None,9,4,2,2,US,VTS11-SF-MTT1
18,338311357,FREEDOM 2,None, ,37.806115,-122.446912,2019-01-01 01:35:00.000,0.0,None,None,None,None,36,None,14,0,2,0,US,D11MN-SF-PTSBS1
18,338326777,GEMMA DEL MAR,None, ,37.780450,-122.385972,2019-01-01 01:35:00.000,.1,None,None,None,None,36,None,13,0,0,2,US,None
1,366778450,GOLDEN GATE,9183207,WDF7183,37.796073,-122.392782,2019-01-01 01:35:00.000,.8,227.1,217,0,1,60,3.8,19,22,6,6,US,D11MN-SF-PREBS1
18,366925550,STACY JOANNE,None,WDB6500,37.502168,-122.482410,2019-01-01 01:35:00.000,0.0,0.0,None,None,None,30,None,6,7,3,3,US,D11MN-SF-EAGBS1
3,366961920,CALIFORNIA HORNBLOWE,0,WDB8632,37.798275,-122.393922,2019-01-01 01:35:00.000,0.0,32.8,None,5,15,0,0.0,15,39,3,7,US,D11MN-SF-EAGBS1
1,366969970,SONOMA,0,WZC8517,37.807417,-122.390032,2019-01-01 01:35:00.000,17.1,192.6,216,0,15,60,0.0,28,28,5,5,US,VTS11-SF-BPT
1,366983830,PERALTA,8968260,WDB9847,37.794480,-122.390977,2019-01-01 01:35:00.000,0.0,177.9,233,0,1,60,0.0,15,18,5,5,US,D11MN-SF-WLGBS1
1,366985290,ROYAL STAR,0,WCY6432,37.809497,-122.412119,2019-01-01 01:35:00.000,0.0,78.1,None,0,1,60,2.4,10,20,5,5,US,VTS11-SF-WGE1
1,366985340,ENCINAL,0,WCY6429,37.796365,-122.374654,2019-01-01 01:35:00.000,10.5,278.9,None,0,1,60,2.4,15,13,8,2,US,VTS11-SF-PSP
1,366990520,DEL NORTE,0,WDC2280,37.796778,-122.388279,2019-01-01 01:35:00.000,1.4,256.9,326,0,1,40,0.0,16,32,12,12,US,D13MN-PS-GOLBS1
3,367165570,SAM,9173496,WDD5908,37.802788,-122.397647,2019-01-01 01:35:00.000,0.0,204.2,56,5,1,52,4.9,19,14,6,6,US,VTS08-PA-TXP2
18,367310560,KITTYY KAT,None,WDD9383,37.808375,-122.408007,2019-01-01 01:35:00.000,.2,359.7,None,None,None,30,None,6,13,4,3,US,D11MN-SF-PREBS1
1,367380880,GEMINI,9550747,WDE6488,37.794070,-122.387706,2019-01-01 01:35:00.000,14.2,131.0,None,0,1,60,2.0,20,25,1,9,US,VTS11-SF-WGE1
1,367401030,DELTA BILLIE,9562207,WDE8059,37.798492,-122.502124,2019-01-01 01:35:00.000,3.0,222.8,227,0,1,31,5.5,15,15,5,7,US,None
1,367425230,CALIFORNIA SPIRIT,0,WDF2131,37.781409,-122.386538,2019-01-01 01:35:00.000,0.0,57.2,None,0,15,6,1.9,0,0,0,0,US,VTS11-SF-MTT1
3,367431840,AD ASTRA,0,WDF2783,37.502374,-122.480484,2019-01-01 01:35:00.000,0.0,None,174,5,3,36,1.2,3,5,1,1,US,None
1,367436230,TAURUS,0,WDF3127,37.796730,-122.385962,2019-01-01 01:35:00.000,6.5,263.3,291,5,0,60,0.0,18,17,4,4,US,VTS11-SF-MTT1
18,367521620,MAGRATHEA,None,WDG3019,37.673121,-122.380645,2019-01-01 01:35:00.000,0.0,68.1,None,None,None,36,None,11,0,2,1,US,None
18,367556560,HYPERFISH,None,WDG6398,37.808896,-122.417782,2019-01-01 01:35:00.000,.1,171.2,None,None,None,30,None,3,9,2,2,US,D11MN-SF-PREBS1
18,367725380,EVENTIDE,None,WDI7105,37.807580,-122.442200,2019-01-01 01:35:00.000,0.0,275.8,255,None,None,37,None,5,11,2,3,US,VTS11-SF-MTT1
3,367733650,FIREBOAT 3,0,WDI7931,37.790482,-122.388268,2019-01-01 01:35:00.000,.1,277.0,247,5,1,51,3.0,0,0,0,0,US,D11MN-SF-EAGBS1
18,367770220,INCOGNITO,None,WDJ3670,37.672820,-122.379751,2019-01-01 01:35:00.000,0.0,155.1,None,None,None,36,None,15,0,0,4,US,D11MN-SF-EAGBS1
18,367771580,DIAMOND SEAS,None,WDJ3805,37.806838,-122.445116,2019-01-01 01:35:00.000,0.0,261.0,None,None,None,37,None,15,13,4,3,US,None
3,367833000,CAPELLA,7223508,NBXO,37.748402,-122.379660,2019-01-01 01:35:00.000,0.0,274.3,None,5,1,70,7.5,45,243,11,21,US,D11MN-SF-PREBS1
1,368060190,P/V_GOLDEN_GATE,0,WDK4954,37.786837,-122.369362,2019-01-01 01:35:00.000,17.8,140.4,None,15,15,50,0.0,14,7,4,2,US,D11MN-SF-EAGBS1
18,368557000,BASS TUB,None,WDF3974,37.808302,-122.417118,2019-01-01 01:35:00.000,.1,119.6,None,None,None,30,None,4,13,3,2,US,D11MN-SF-PREBS1
3,368992000,ALGOL,7303205,NAMW,37.748019,-122.383134,2019-01-01 01:35:00.000,0.0,0.0,265,5,1,70,9.0,45,243,11,21,US,None
1,235076283,PARAMOUNT HYDRA,9453999,2CWC3,37.771898,-122.608979,2019-01-01 01:40:00.000,11.4,66.8,66,0,1,80,12.4,212,38,32,12,GB,None
18,235088685,AC-RELIANCE,None,2EWE5,37.502348,-122.480874,2019-01-01 01:40:00.000,0.0,82.9,None,None,None,37,None,4,5,1,2,GB,D11MN-SF-EAGBS1
3,303865000,CG ASPEN,9259147,NTUG,37.808600,-122.360934,2019-01-01 01:40:00.000,.1,55.2,179,5,0,55,4.0,21,47,9,5,US,VTS11-SF-WGE1
18,338109287,GRACE,None, ,37.780861,-122.387170,2019-01-01 01:40:00.000,0.0,215.6,None,None,None,36,None,11,3,2,2,US,None
18,338141808,FISHING LUHRS,None, ,37.501523,-122.481219,2019-01-01 01:40:00.000,0.0,49.3,None,None,None,37,None,7,5,3,1,US,None
1,338142437,SF MARINE 3,0,MARINE3,37.809678,-122.420212,2019-01-01 01:40:00.000,0.0,276.2,None,0,15,55,0.0,5,8,2,2,US,VTS13-PS-GMT1
18,338166398,LADY FISH,None, ,37.778563,-122.386963,2019-01-01 01:40:00.000,0.0,251.5,None,None,None,37,None,4,5,2,2,US,VTS11-SF-PSP
18,338167545,STARFIRE,None, ,37.502261,-122.484886,2019-01-01 01:40:00.000,0.0,210.1,None,None,None,36,None,6,6,2,2,US,D11MN-SF-EAGBS1
18,338181459,F/V NATALIE NICOLE,None, ,37.808930,-122.417754,2019-01-01 01:40:00.000,0.0,None,70,None,None,30,None,2,11,4,1,US,D11MN-SF-PREBS1
18,338186589,COASTAL MOON,None, ,37.780416,-122.386786,2019-01-01 01:40:00.000,0.0,260.0,None,None,None,36,None,13,0,4,0,US,D11MN-SF-EAGBS1
18,338189924,DARK SIDE,None, ,37.806720,-122.446124,2019-01-01 01:40:00.000,.1,126.8,None,None,None,37,None,7,12,3,2,US,D11MN-SF-PTSBS1
18,338253266,ESKENAS,None, ,37.807354,-122.441214,2019-01-01 01:40:00.000,0.0,201.7,None,None,None,36,None,8,5,0,3,US,D11MN-SF-PREBS1
18,338300727,RETAINED EARNINGS,None, ,37.805988,-122.443585,2019-01-01 01:40:00.000,0.0,33.9,None,None,None,37,None,3,2,1,1,US,D11MN-SF-PREBS1
3,338309000,YACHT LADY,0,WDA2527,37.672082,-122.380299,2019-01-01 01:40:00.000,0.0,None,None,5,15,37,3.0,0,0,0,0,US,None
18,338311146,CHALUTIER,None, ,37.807113,-122.440490,2019-01-01 01:40:00.000,.1,190.6,None,None,None,37,None,9,4,2,2,US,VTS11-SF-MTT1
18,338311357,FREEDOM 2,None, ,37.806106,-122.446912,2019-01-01 01:40:00.000,0.0,None,None,None,None,36,None,14,0,2,0,US,D11MN-SF-PTSBS1
18,338326777,GEMMA DEL MAR,None, ,37.780445,-122.385974,2019-01-01 01:40:00.000,0.0,None,None,None,None,36,None,13,0,0,2,US,None
1,366778450,GOLDEN GATE,9183207,WDF7183,37.802553,-122.388669,2019-01-01 01:40:00.000,19.5,92.0,130,0,1,60,3.8,19,22,6,6,US,D11MN-SF-PREBS1
18,366925550,STACY JOANNE,None,WDB6500,37.502158,-122.482414,2019-01-01 01:40:00.000,0.0,0.0,None,None,None,30,None,6,7,3,3,US,D11MN-SF-EAGBS1
1,366950020,SOLANO,8988416,WDB7930,37.797293,-122.392769,2019-01-01 01:40:00.000,3.5,215.0,219,0,1,60,3.0,20,18,6,6,US,D11MN-SF-PTSBS1
3,366961920,CALIFORNIA HORNBLOWE,0,WDB8632,37.798278,-122.393925,2019-01-01 01:40:00.000,0.0,25.8,None,5,15,0,0.0,15,39,3,7,US,D11MN-SF-EAGBS1
1,366975750,HARBOR PRINCESS,0,WCX8036,37.809532,-122.415460,2019-01-01 01:40:00.000,1.4,141.7,None,0,15,60,2.8,4,21,4,3,US,D11MN-SF-BUSBS1
1,366975760,ROYAL_PRINCE,0, ,37.809676,-122.437568,2019-01-01 01:40:00.000,8.9,261.3,None,0,15,99,0.0,8,17,6,3,US,D11MN-SF-BUSBS1
1,366981360,OLD BLUE,0,WDB9712,37.809132,-122.411059,2019-01-01 01:40:00.000,1.4,124.2,None,5,1,60,3.0,9,15,7,2,US,D11MN-SF-BUSBS1
1,366983830,PERALTA,8968260,WDB9847,37.794612,-122.389592,2019-01-01 01:40:00.000,4.5,115.4,200,0,1,60,0.0,15,18,5,5,US,D11MN-SF-WLGBS1
1,366985290,ROYAL STAR,0,WCY6432,37.809503,-122.412111,2019-01-01 01:40:00.000,0.0,78.1,None,0,1,60,2.4,10,20,5,5,US,VTS11-SF-WGE1
1,366985340,ENCINAL,0,WCY6429,37.796312,-122.385023,2019-01-01 01:40:00.000,4.2,244.5,None,0,1,60,2.4,15,13,8,2,US,VTS11-SF-PSP
1,366990520,DEL NORTE,0,WDC2280,37.796785,-122.390658,2019-01-01 01:40:00.000,3.1,248.0,291,0,1,40,0.0,16,32,12,12,US,D13MN-PS-GOLBS1
3,367165570,SAM,9173496,WDD5908,37.802811,-122.397659,2019-01-01 01:40:00.000,0.0,208.1,55,5,1,52,4.9,19,14,6,6,US,VTS08-PA-TXP2
18,367310560,KITTYY KAT,None,WDD9383,37.808358,-122.408027,2019-01-01 01:40:00.000,.1,359.7,None,None,None,30,None,6,13,4,3,US,D11MN-SF-PREBS1
1,367380880,GEMINI,9550747,WDE6488,37.780327,-122.361263,2019-01-01 01:40:00.000,28.4,126.2,None,0,1,60,2.0,20,25,1,9,US,VTS11-SF-WGE1
1,367391830,PISCES,9550759,WDE7319,37.761283,-122.364392,2019-01-01 01:40:00.000,24.4,341.0,341,0,1,0,0.0,18,17,4,4,US,VTS11-SF-PSP
1,367401030,DELTA BILLIE,9562207,WDE8059,37.796771,-122.505836,2019-01-01 01:40:00.000,1.9,221.0,255,0,1,31,5.5,15,15,5,7,US,None
1,367425230,CALIFORNIA SPIRIT,0,WDF2131,37.781424,-122.386530,2019-01-01 01:40:00.000,0.0,71.6,None,0,15,6,1.9,0,0,0,0,US,VTS11-SF-MTT1
3,367431840,AD ASTRA,0,WDF2783,37.502377,-122.480505,2019-01-01 01:40:00.000,0.0,None,175,5,3,36,1.2,3,5,1,1,US,None
1,367436230,TAURUS,0,WDF3127,37.795366,-122.391373,2019-01-01 01:40:00.000,1.9,256.3,254,5,0,60,0.0,18,17,4,4,US,VTS11-SF-MTT1
18,367521620,MAGRATHEA,None,WDG3019,37.673111,-122.380650,2019-01-01 01:40:00.000,0.0,68.1,None,None,None,36,None,11,0,2,1,US,None
18,367556560,HYPERFISH,None,WDG6398,37.808892,-122.417774,2019-01-01 01:40:00.000,0.0,171.2,None,None,None,30,None,3,9,2,2,US,D11MN-SF-PREBS1
18,367725380,EVENTIDE,None,WDI7105,37.807577,-122.442216,2019-01-01 01:40:00.000,0.0,275.8,259,None,None,37,None,5,11,2,3,US,VTS11-SF-MTT1
